Direccion;Canal;Segmento;Fecha de creacion;Dia de la semana;Numero de semana;Cod Persona;Campaña de referencia
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;37714670;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;37714670;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49643020;Pregrado-AC-202602 
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;43143320;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;23296080;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;23296080;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;43154520;Pregrado-AC-202602- RA
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;46263520;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;46382120;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;46382120;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45158450;Pregrado-AC-202602 
Inbound;Email;Email bienvenida;13/04/2026;lunes;16;30066600;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49423730;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;6789520;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;38470150;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;37675630;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;44930620;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;49592540;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49650150;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;42259680;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49644080;Pregrado-AC-202602 
Inbound;Web;Gracias principal;13/04/2026;lunes;16;48912160;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;38923160;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49595830;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;18/04/2026;sábado;16;43359370;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;41466230;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49510530;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;46299320;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;44733930;MEDICINA - Pregrado-AC-202701
Inbound;Web;Botón Pag admisión;17/04/2026;viernes;16;41811910;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49585990;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49406180;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;49642340;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;41866900;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;984811;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;18/04/2026;sábado;16;49643410;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;46203420;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;44829900;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;1678280;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49601890;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;47924340;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;48255980;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;2023741;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;18/04/2026;sábado;16;49641840;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;44794080;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;39495260;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;42932440;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;14/04/2026;martes;16;21005070;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;21005070;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;19/04/2026;domingo;16;49651560;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49598110;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;39524550;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;18/04/2026;sábado;16;31384350;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49644920;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias principal;14/04/2026;martes;16;49584790;Pregrado-AC-202602 
Inbound;SMS;Mkt Directo;19/04/2026;domingo;16;45985680;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;39645820;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;43456580;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49501040;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49501040;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;17/04/2026;viernes;16;49625030;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;32028290;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;45855040;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;18223200;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49614810;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;24709080;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;26048410;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;16/04/2026;jueves;16;24419380;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49516150;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;18/04/2026;sábado;16;42519060;Pregrado-AC-202602 
Inbound;Web;Portal;16/04/2026;jueves;16;25306170;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;13/04/2026;lunes;16;29281120;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;49565380;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;30903730;Pregrado-AC-202602 
Inbound;Web;Banner principal;15/04/2026;miércoles;16;49587470;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45110230;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45110230;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;13/04/2026;lunes;16;49563640;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;12094541;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;41578870;Pregrado-AC-202602 
Inbound;Web;Portal;16/04/2026;jueves;16;35109560;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49141560;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;33195740;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;13/04/2026;lunes;16;49570480;Pregrado-AC-202602 
Inbound;Web;Portal;18/04/2026;sábado;16;49570480;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Pag admisión;13/04/2026;lunes;16;43425880;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45394170;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;23222950;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49595950;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46814690;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;46595990;Pregrado-AC-202602 
Inbound;Web;Banner principal;14/04/2026;martes;16;43841760;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;3291080;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;3291080;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;3291080;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;17/04/2026;viernes;16;33599990;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;13/04/2026;lunes;16;49573460;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;13/04/2026;lunes;16;49570110;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49577050;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;47688230;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;26504350;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;12970600;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;18689360;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;45233270;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49608480;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;28781180;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;18/04/2026;sábado;16;49641360;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49025280;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;40616690;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;27359920;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49507920;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49507920;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49507920;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;36968330;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45369230;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;12860370;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;43116130;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;23314130;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;23314130;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;30912790;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;30912790;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;33968450;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;33968450;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;46240500;MEDICINA - Pregrado-AC-202701
Inbound;Web;Botón Página carrera;19/04/2026;domingo;16;45523390;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;17/04/2026;viernes;16;49624030;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49652160;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;36070950;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49580780;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;43733640;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;37409720;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;36825510;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;49591060;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;29732380;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49182580;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49631030;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49644240;Pregrado-AC-202602 
Inbound;Web;Gracias landing;13/04/2026;lunes;16;49572060;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48923060;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49488470;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;40161470;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;40161470;Pregrado-AC-202602 
Outbound;WhatsApp;wacigen584_inicial_citas_generadas_en_campana_16042026;16/04/2026;jueves;16;40161470;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;28301540;Pregrado-AC-202602 
Outbound;WhatsApp;ugprmpo649_increm_pre_medicina_postulantes_no_incorporados_16042026;16/04/2026;jueves;16;46396930;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;43360430;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias pag Facultad;18/04/2026;sábado;16;49636640;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49375300;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;49356720;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;wacigen584_inicial_citas_generadas_en_campana_16042026;16/04/2026;jueves;16;25198390;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;29315450;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;49632200;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;14/04/2026;martes;16;8602790;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49376920;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;32048310;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;14/04/2026;martes;16;11974631;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;17/04/2026;viernes;16;37612020;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49501980;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;15165210;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;17/04/2026;viernes;16;49145580;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;37655420;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;26151720;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;8744320;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49476140;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;14/04/2026;martes;16;13764490;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49390100;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;14/04/2026;martes;16;19227980;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49632660;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;38192510;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49616220;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;13/04/2026;lunes;16;28980640;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;28980640;Pregrado-AC-202602 
Inbound;Web;Convalidador;15/04/2026;miércoles;16;28980640;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;17/04/2026;viernes;16;35292500;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;49613280;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49608390;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49608390;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;42681170;Pregrado-AC-202602 
Inbound;Web;Gracias landing;16/04/2026;jueves;16;46730480;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;39295320;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;28270230;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49635870;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;44445890;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49391610;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;18/04/2026;sábado;16;42271770;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;46694960;Pregrado-AC-202602 
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;47246420;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;47246420;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;14/04/2026;martes;16;33149480;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;44989800;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;24713670;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;16/04/2026;jueves;16;49608640;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49298400;MEDICINA - Pregrado-AC-202701
Inbound;Onsite;Pop-Up;16/04/2026;jueves;16;49613410;Pregrado-AC-202602 
Inbound;Web;Gracias landing;13/04/2026;lunes;16;49562740;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias principal;15/04/2026;miércoles;16;49030010;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;49653240;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;25007380;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;18768700;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;16/04/2026;jueves;16;49402100;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;44939670;Pregrado-AC-202602- RA
Inbound;Web;Botón Página carrera;16/04/2026;jueves;16;49516510;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;41162440;Pregrado-AC-202602- RA
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48956480;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;47667460;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;37258620;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;14/04/2026;martes;16;35461000;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;15/04/2026;miércoles;16;49188340;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49188340;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;46273190;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48116450;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;42258540;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;47248550;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;47248550;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;18/04/2026;sábado;16;43394580;Pregrado-AC-202602- RA
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49507350;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;32716030;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49118390;Pregrado-AC-202602 
Inbound;Web;Gracias principal;13/04/2026;lunes;16;44789820;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;38119150;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpc22_promotor_colegio_150426;16/04/2026;jueves;16;39951890;Pregrado-AC-202602 
Inbound;Web;Portal;16/04/2026;jueves;16;31041650;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;25816940;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;118667;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;48697290;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49591760;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49543600;Pregrado-AC-202602 
Inbound;Web;Portal;18/04/2026;sábado;16;49636590;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;46734470;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;42019280;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;45941590;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;45941590;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49501950;MEDICINA - Pregrado-AC-202701
Inbound;Web;Pag institucional;17/04/2026;viernes;16;22831350;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;13/04/2026;lunes;16;49574370;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;17/04/2026;viernes;16;38484540;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;1536380;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;1536380;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;44921730;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;19/04/2026;domingo;16;7310730;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45698500;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;42432510;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;30321170;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;30321170;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;30321170;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;17/04/2026;viernes;16;19357790;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias portal;16/04/2026;jueves;16;49607210;Pregrado-AC-202602 
Inbound;Web;Gracias landing;13/04/2026;lunes;16;49488150;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49488150;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;29395750;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49430590;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49641500;Pregrado-AC-202602 
